CustomerID,Gender,Age,Country,City,BranchID,BranchName,LastPurchaseDate,TotalTransactions,TotalSpent,Currency,PaymentType,CreditLimit
5440175723,Male,52,Singapore,Singapore,BR-004,Arpand Singapore (Singapore),2023-08-30,3,1586.0144519022,GBP,Instant,
9506332367,Male,35,Japan,Tokyo,BR-005,Arpand Tokyo (Japan),2024-02-08,3,1086.590462925591,USD,Instant,
6426878419,Female,71,France,Paris,BR-002,Arpand Paris (France),2024-03-10,8,1192.6586898644184,USD,Instant,
693146699,Male,49,Singapore,Singapore,BR-004,Arpand Singapore (Singapore),2024-05-14,1,980.1819289801904,GBP,Credit,1336.1336987429297
113534114,Female,25,Brazil,Rio de Janeiro,BR-006,Arpand Rio de Janeiro (Brazil),2023-12-30,1,732.6686290749681,USD,Instant,
5181897614,Male,33,Singapore,Singapore,BR-004,Arpand Singapore (Singapore),2024-12-31,1,-12.571293328803563,USD,Instant,
6883696524,Male,29,Japan,Tokyo,BR-005,Arpand Tokyo (Japan),2024-06-19,4,1093.2271573847138,USDT,Credit,9593.787525968746
741822175,Male,20,Canada,Toronto,BR-007,Arpand Toronto (Canada),2024-12-22,0,163345.55745933112,EUR,Instant,
5334962920,Female,33,Germany,New Paul,BR-001,Arpand Berlin (Germany),2024-03-05,2,646.1652671906097,USD,Instant,
6219635829,Male,27,France,Paris,BR-002,Arpand Paris (France),2023-09-30,1,1581.5818760774798,GBP,Instant,
6741263905,Female,29,Germany,Berlin,BR-001,Arpand Berlin (Germany),2024-01-15,5,1005.1165305097935,GBP,Instant,
2176604147,Male,-10,Japan,Tokyo,BR-005,Arpand Tokyo (Japan),2024-09-06,2,895.9388748213623,USDT,Instant,
6728676070,Male,150,Japan,Tokyo,BR-005,Arpand Tokyo (Japan),2023-06-23,6,753.4995326705836,USD,Instant,
7773374691,Female,40,Brazil,Rio de Janeiro,BR-006,Arpand Rio de Janeiro (Brazil),2024-12-25,1,1652.7394035771645,USD,Credit,9148.437787773373
8679747471,Male,69,Singapore,Singapore,BR-004,Arpand Singapore (Singapore),2023-12-31,3,1010.5019208163795,USD,Instant,
9328422847,Male,75,Canada,West Steven,BR-007,Arpand Toronto (Canada),2023-12-31,1,-45.00887431513979,EUR,Credit,7853.5956854572505
3133001708,Female,57,Singapore,Invalid_City,BR-004,Arpand Singapore (Singapore),2024-07-03,1,1885.2157582833593,GBP,Instant,
7570119133,Female,34,South Africa,Cape Town,BR-003,Arpand Cape Town (South Africa),2024-06-17,2,640.777889373782,USD,Instant,
1686639814,Female,37,South Africa,Cape Town,BR-003,Arpand Cape Town (South Africa),2024-08-16,4,893.2764241440764,USDT,Instant,
8204608443,Other,-10,Germany,Berlin,BR-001,Arpand Berlin (Germany),2023-12-02,2,866.2996810583104,USDT,Instant,
8814107969,Female,70,Canada,Toronto,BR-007,Arpand Toronto (Canada),2024-03-12,3,948.0794412850005,EUR,Instant,
8640906320,nan,25,Singapore,Singapore,BR-004,Arpand Singapore (Singapore),2023-08-23,5,620.433669223151,USD,Credit,9198.344660444582
4712253681,Female,42,Japan,Tokyo,BR-005,Arpand Tokyo (Japan),2024-08-01,0,1075.1968932381037,GBP,Instant,
538066234,Female,64,Canada,Toronto,BR-007,Arpand Toronto (Canada),2025-02-12,3,143.43273545456123,USD,Instant,
7412282577,Female,55,Canada,Toronto,BR-007,Arpand Toronto (Canada),2023-04-11,3,1676.9361870827065,GBP,Instant,
2965739266,Female,66,Germany,Berlin,BR-001,Arpand Berlin (Germany),2024-12-23,3,999.1820166779511,GBP,Instant,
7966280286,Female,150,South Africa,Cape Town,BR-003,Arpand Cape Town (South Africa),2025-01-24,6,786.9838307177902,USD,Credit,7537.573293852054
8982782048,Female,72,Germany,Berlin,BR-001,Arpand Berlin (Germany),2024-12-10,2,1484.3142423136724,USD,Instant,
9685598981,Female,65,Brazil,Rio de Janeiro,BR-006,Arpand Rio de Janeiro (Brazil),2023-12-21,3,1322.8663943616239,USD,Instant,
822070249,Male,46,Singapore,Singapore,BR-004,Arpand Singapore (Singapore),2024-10-17,1,317.16760675817216,USD,Instant,
1936113642,Male,51,Brazil,Rio de Janeiro,BR-006,Arpand Rio de Janeiro (Brazil),2023-07-21,1,1252.0534298452671,USDT,Instant,
645621127,Other,78,Brazil,Invalid_City,BR-006,Arpand Rio de Janeiro (Brazil),2024-02-07,4,1089.0642128805323,USDT,Instant,
1863725392,Female,63,South Africa,Cape Town,BR-003,Arpand Cape Town (South Africa),2023-09-06,2,101781.77299252279,USDT,Instant,
9209071579,Female,56,Canada,South Cherylland,BR-007,Arpand Toronto (Canada),2024-04-11,4,219.74704280866467,USD,Credit,6019.6803935539365
1632029061,Male,69,Germany,Berlin,BR-001,Arpand Berlin (Germany),2023-11-26,3,1103.3447315005385,USD,Instant,
9517796668,nan,79,Brazil,Invalid_City,BR-006,Arpand Rio de Janeiro (Brazil),2023-12-27,1,1024.2608139724134,USD,Instant,
1480134466,Other,47,Singapore,Singapore,BR-004,Arpand Singapore (Singapore),2023-04-11,4,584.524941794481,GBP,Credit,3913.113127638193
9672771796,Female,18,South Africa,Cape Town,BR-003,Arpand Cape Town (South Africa),2023-06-09,1,1319.296229388687,USDT,Instant,
1890920876,Male,19,France,Paris,BR-002,Arpand Paris (France),2023-07-24,5,169.23996886552004,USD,Instant,
111090701,Female,70,Invalid_Country,Invalid_City,BR-001,Arpand Berlin (Germany),2023-08-25,2,1043.29489373645,GBP,Instant,
9414387078,Female,31,Brazil,Rio de Janeiro,BR-006,Arpand Rio de Janeiro (Brazil),2024-12-22,4,922.1613823039603,GBP,Credit,3712.4008674772786
2786246882,Male,64,Canada,Toronto,BR-007,Arpand Toronto (Canada),2025-01-24,3,1446.2054099076056,USD,Instant,
6645341768,Male,44,Canada,Toronto,BR-007,Arpand Toronto (Canada),2024-10-22,2,1047.8102229446963,GBP,Instant,
181472290,Male,71,Brazil,Rio de Janeiro,BR-006,Arpand Rio de Janeiro (Brazil),2024-07-16,5,865.0625323533144,EUR,Instant,
9145521833,Female,57,South Africa,Cape Town,BR-003,Arpand Cape Town (South Africa),2024-03-13,3,510.6181421088463,USD,Instant,
2719834603,Male,61,Germany,Berlin,BR-001,Arpand Berlin (Germany),2024-11-08,6,1240.5046158683567,USDT,Instant,
103171754,Female,40,Brazil,Rio de Janeiro,BR-006,Arpand Rio de Janeiro (Brazil),2024-01-29,2,1111.9420121395656,USDT,Credit,4016.775174813108
5021066833,Female,69,Singapore,Singapore,BR-004,Arpand Singapore (Singapore),2024-04-21,2,885.0602142768066,EUR,Instant,
789840834,Female,70,South Africa,Invalid_City,BR-003,Arpand Cape Town (South Africa),2024-07-03,1,1314.0700067403347,USDT,Instant,
558605344,Female,37,Japan,Tokyo,BR-005,Arpand Tokyo (Japan),2024-05-26,2,2286.67990162493,USD,Instant,
1323845275,Female,36,Japan,Johnborough,BR-005,Arpand Tokyo (Japan),2025-01-04,4,1029.609217007244,EUR,Instant,
3714059026,Male,27,Germany,Berlin,BR-001,Arpand Berlin (Germany),2023-08-10,2,44471.20772670856,USD,Credit,2997.749457396545
9324259051,Female,64,Canada,Toronto,BR-007,Arpand Toronto (Canada),2023-10-30,7,1876.1352217118115,EUR,Credit,4657.5307744616985
1573307078,Female,40,Canada,Toronto,BR-007,Arpand Toronto (Canada),2024-04-17,3,1683.6851273609968,GBP,Credit,8475.890559087247
945002514,Female,61,Japan,Tokyo,BR-005,Arpand Tokyo (Japan),2023-10-23,3,1479.1269130762855,USD,Instant,
2816969920,nan,19,Germany,Berlin,BR-001,Arpand Berlin (Germany),2024-11-07,2,688.5727484493583,USD,Instant,
7243732589,Female,58,South Africa,Cape Town,BR-003,Arpand Cape Town (South Africa),2023-12-21,2,790.928482995364,GBP,Instant,
7632602597,Male,51,Japan,Tokyo,BR-005,Arpand Tokyo (Japan),2024-05-13,2,498.12105421831467,USDT,Credit,2496.5503188047146
9539904977,Male,46,South Africa,Cape Town,BR-003,Arpand Cape Town (South Africa),2025-02-19,4,1255.1481947911616,USDT,Credit,9431.467653922822
3416731500,Male,36,Japan,Tokyo,BR-005,Arpand Tokyo (Japan),2023-05-19,2,997.3317645816684,USD,Credit,7553.6988058324305
3742316033,Female,52,Germany,Berlin,BR-001,Arpand Berlin (Germany),2024-12-29,3,670.6155871093217,EUR,Instant,
3217188908,Female,66,South Africa,Cape Town,BR-003,Arpand Cape Town (South Africa),2023-03-29,4,1532.2843390133498,GBP,Instant,
1123715077,Male,49,Canada,Toronto,BR-007,Arpand Toronto (Canada),2024-01-12,2,1059.8028344435347,EUR,Credit,7276.782405221559
240402096,Female,46,Germany,Berlin,BR-001,Arpand Berlin (Germany),2023-09-28,0,1014.1591880652306,USDT,Credit,6366.428906338478
690019577,Male,60,South Africa,Invalid_City,BR-003,Arpand Cape Town (South Africa),2025-02-10,3,1014.8780697478726,USD,Instant,
3394159629,Female,19,France,West Troy,BR-002,Arpand Paris (France),2023-04-27,5,1041.141994637712,USD,Instant,
9719694232,Male,56,Singapore,Singapore,BR-004,Arpand Singapore (Singapore),2024-05-16,5,1532.7401875326755,GBP,Instant,
2408623423,Female,41,Japan,Tokyo,BR-005,Arpand Tokyo (Japan),2023-12-23,4,1281.5394369862854,GBP,Instant,
2447059593,Male,63,Singapore,Singapore,BR-004,Arpand Singapore (Singapore),2024-02-24,3,233.73632904133933,GBP,Credit,9721.923671267303
2253563813,Female,76,Germany,Berlin,BR-001,Arpand Berlin (Germany),2024-10-26,2,1397.953252423737,USD,Instant,
9586128935,Female,73,Germany,Berlin,BR-001,Arpand Berlin (Germany),2024-01-23,5,1524.2654692538003,GBP,Instant,
1463566903,Female,43,Singapore,Invalid_City,BR-004,Arpand Singapore (Singapore),2023-06-25,5,1453.7473842086279,USD,Credit,2416.0659373227336
8090779787,Male,53,Germany,Berlin,BR-001,Arpand Berlin (Germany),2024-05-04,2,1017.9472748838499,USD,Credit,8432.350755082865
6623179582,Male,35,France,Paris,BR-002,Arpand Paris (France),2024-01-19,5,101437.24114674087,GBP,Credit,8018.608556360292
9707989257,Other,51,Brazil,Rio de Janeiro,BR-006,Arpand Rio de Janeiro (Brazil),2023-08-11,3,1639.2259313036493,USDT,Credit,3708.6721025213465
6745239178,Male,39,Invalid_Country,Berlin,BR-001,Arpand Berlin (Germany),2024-01-18,0,720.5390763642058,EUR,Instant,
7396844300,nan,40,Brazil,Invalid_City,BR-006,Arpand Rio de Janeiro (Brazil),2023-09-01,2,1188.6059375322604,USD,Instant,
2946501307,Male,64,Canada,Toronto,BR-007,Arpand Toronto (Canada),2024-10-24,4,359.8478006645528,GBP,Credit,3467.93682113803
9661725527,Female,51,South Africa,Invalid_City,BR-003,Arpand Cape Town (South Africa),2024-02-12,4,143622.86641400724,USD,Instant,
3534806331,Other,67,Germany,Berlin,BR-001,Arpand Berlin (Germany),2025-02-11,3,52781.56112284737,USDT,Credit,2126.672129822954
4634278636,Male,77,Singapore,Invalid_City,BR-004,Arpand Singapore (Singapore),2023-03-21,3,1161.6228814544897,USDT,Instant,
5074939249,Male,55,France,Paris,BR-002,Arpand Paris (France),2024-12-11,2,1392.900079325416,EUR,Instant,
472592081,Male,45,Germany,Berlin,BR-001,Arpand Berlin (Germany),2024-01-31,2,1212.7287808924823,USD,Credit,4155.642380882627
22602155,Male,55,Germany,Berlin,BR-001,Arpand Berlin (Germany),2024-12-28,2,1494.441368654509,GBP,Instant,
2614128227,Female,58,Brazil,Invalid_City,BR-006,Arpand Rio de Janeiro (Brazil),2024-11-29,3,1311.6549033273018,USD,Instant,
1419044098,Female,20,Singapore,South Thomastown,BR-004,Arpand Singapore (Singapore),2024-09-14,4,889.0437736032234,USD,Instant,
4225695650,Female,68,Japan,Invalid_City,BR-005,Arpand Tokyo (Japan),2025-02-10,3,39274.052217536504,USDT,Instant,
1660483702,Female,150,South Africa,Cape Town,BR-003,Arpand Cape Town (South Africa),2024-04-03,5,1565.626395198869,EUR,Credit,4559.636528641137
2263177482,Male,59,Singapore,Singapore,BR-004,Arpand Singapore (Singapore),2023-12-06,3,862.6262524127912,GBP,Instant,
9770240310,Male,61,France,Paris,BR-002,Arpand Paris (France),2023-05-19,1,-304.9208964914503,EUR,Instant,
7794079582,Male,23,Brazil,Rio de Janeiro,BR-006,Arpand Rio de Janeiro (Brazil),2023-10-31,1,1189.284434047458,USD,Instant,
9887219989,Male,64,Germany,Invalid_City,BR-001,Arpand Berlin (Germany),2023-07-08,2,924.7900727690835,EUR,Credit,6290.959339993483
6885794474,Female,74,Singapore,Singapore,BR-004,Arpand Singapore (Singapore),2023-05-08,6,1497.7742926811393,EUR,Credit,9880.236823214454
303314938,Male,150,Germany,Berlin,BR-001,Arpand Berlin (Germany),2024-11-09,2,1095.4688753866578,USD,Instant,
3505925881,Female,64,Germany,Berlin,BR-001,Arpand Berlin (Germany),2024-05-13,1,552.7183837931079,EUR,Instant,
5082654810,Other,67,Singapore,Singapore,BR-004,Arpand Singapore (Singapore),2025-01-03,4,639.6047905317807,EUR,Credit,3197.3256138013685
3139532950,Female,-10,France,Paris,BR-002,Arpand Paris (France),2023-06-09,5,1241.946158620945,GBP,Instant,
9220342350,Male,30,Brazil,Rio de Janeiro,BR-006,Arpand Rio de Janeiro (Brazil),2023-10-14,5,1806.8556345293237,USD,Instant,
5485459214,Male,38,South Africa,Cape Town,BR-003,Arpand Cape Town (South Africa),2024-02-20,3,1226.7671507569898,USD,Credit,4359.26612466406
9458690930,Female,31,Singapore,Singapore,BR-004,Arpand Singapore (Singapore),2023-08-03,1,-124.54786402796958,USDT,Instant,
3055560801,Female,32,France,Paris,BR-002,Arpand Paris (France),2024-03-05,3,658.5038348244386,USDT,Credit,2762.001871151915
9901459155,Male,53,Canada,Toronto,BR-007,Arpand Toronto (Canada),2023-05-06,3,623.0177055666618,GBP,Credit,3801.769292404033
2077833717,Female,43,Singapore,Singapore,BR-004,Arpand Singapore (Singapore),2023-09-10,3,859.6624615666129,EUR,Instant,
6657539711,Other,71,France,Paris,BR-002,Arpand Paris (France),2023-04-07,4,710.5183724029146,USDT,Instant,
829600974,Female,41,France,Paris,BR-002,Arpand Paris (France),2023-04-07,4,1031.844196825808,USDT,Instant,
6521155029,Male,66,Singapore,Singapore,BR-004,Arpand Singapore (Singapore),2024-12-14,3,822.9461792760065,USDT,Instant,
8536554240,Male,52,Brazil,Invalid_City,BR-006,Arpand Rio de Janeiro (Brazil),2023-10-08,2,1226.7689168725879,EUR,Credit,4069.8102202679847
919215858,Male,56,Brazil,Rio de Janeiro,BR-006,Arpand Rio de Janeiro (Brazil),2024-10-26,3,1404.7696360029538,USDT,Instant,
1240790243,Female,38,Singapore,Singapore,BR-004,Arpand Singapore (Singapore),2023-11-19,2,345.01142085880326,USDT,Instant,
1339346594,Other,51,France,Paris,BR-002,Arpand Paris (France),2023-07-13,3,1434.2217553704977,GBP,Instant,
243544347,Male,29,Brazil,Rio de Janeiro,BR-006,Arpand Rio de Janeiro (Brazil),2024-04-17,2,101.98550675846218,USD,Instant,
4851111924,Female,38,Singapore,Port Amanda,BR-004,Arpand Singapore (Singapore),2023-09-09,2,1406.6482882915386,GBP,Instant,
9588370903,Female,38,Singapore,Invalid_City,BR-004,Arpand Singapore (Singapore),2023-09-24,4,656.8404621754421,USD,Credit,8076.483610813851
3305926863,Female,64,Canada,Toronto,BR-007,Arpand Toronto (Canada),2023-08-14,2,2095.9536773722075,GBP,Instant,
4454199840,Female,19,Brazil,Rio de Janeiro,BR-006,Arpand Rio de Janeiro (Brazil),2024-08-24,4,1340.328969765772,USDT,Instant,
8514195520,Female,20,Germany,Berlin,BR-001,Arpand Berlin (Germany),2024-07-27,2,1255.1395052660355,EUR,Instant,
5729004629,Female,31,Invalid_Country,Singapore,BR-004,Arpand Singapore (Singapore),2024-09-23,0,1498.9063591320137,GBP,Instant,
2789848470,Female,68,South Africa,Cape Town,BR-003,Arpand Cape Town (South Africa),2023-03-06,3,718.6998591731538,EUR,Instant,
7616046706,Female,33,Japan,Tokyo,BR-005,Arpand Tokyo (Japan),2024-09-03,2,699.2081592928619,USDT,Instant,
4392413967,Male,54,Japan,Tokyo,BR-005,Arpand Tokyo (Japan),2023-08-02,3,316.5606507922895,EUR,Instant,
1329063264,Female,38,France,Paris,BR-002,Arpand Paris (France),2023-08-20,1,887.6172990536583,USDT,Instant,
6199870187,Female,49,France,Invalid_City,BR-002,Arpand Paris (France),2024-07-07,1,1059.7901842070767,EUR,Credit,2350.4379822458586
9491212232,Female,46,Singapore,Invalid_City,BR-004,Arpand Singapore (Singapore),2024-03-01,6,513.4655295592222,USDT,Instant,
171199298,Female,45,France,Paris,BR-002,Arpand Paris (France),2025-01-23,1,1371.0476860046535,GBP,Credit,2351.521007353375
3694063700,Female,150,Singapore,Singapore,BR-004,Arpand Singapore (Singapore),2023-11-09,1,1149.646290203246,USD,Instant,
2619157644,Female,28,Singapore,Invalid_City,BR-004,Arpand Singapore (Singapore),2025-02-14,1,461.6695327378352,EUR,Instant,
2303978341,Male,57,Canada,Toronto,BR-007,Arpand Toronto (Canada),2023-08-22,3,110.68458339509823,USDT,Instant,
8362753336,Female,53,France,Paris,BR-002,Arpand Paris (France),2024-08-20,3,1028.5065624485424,USD,Instant,
4688531134,Male,77,France,Paris,BR-002,Arpand Paris (France),2024-04-23,3,1134.2961394316285,USDT,Instant,
4411899274,Other,66,Japan,Tokyo,BR-005,Arpand Tokyo (Japan),2024-03-01,3,2064.4732778728,USDT,Instant,
7940810104,Female,30,Brazil,Rio de Janeiro,BR-006,Arpand Rio de Janeiro (Brazil),2024-09-24,5,1344.339011842713,EUR,Credit,6313.129214128956
221638116,Female,56,South Africa,Cape Town,BR-003,Arpand Cape Town (South Africa),2024-03-31,4,910.6950127263277,USDT,Instant,
4244436955,Male,63,France,Paris,BR-002,Arpand Paris (France),2024-05-16,2,1508.7704583033765,EUR,Instant,
1089287028,Male,150,France,Paris,BR-002,Arpand Paris (France),2023-02-25,7,275.0717172595471,GBP,Instant,
2028216100,Male,-10,Japan,Invalid_City,BR-005,Arpand Tokyo (Japan),2024-04-09,3,446.84590938582903,USDT,Credit,6219.854086853182
846955656,Male,47,Canada,Toronto,BR-007,Arpand Toronto (Canada),2024-09-02,1,1389.1805380833189,EUR,Credit,8064.072794003208
9830364196,Male,62,Brazil,Invalid_City,BR-006,Arpand Rio de Janeiro (Brazil),2024-12-04,1,724.4071418357332,USDT,Instant,
295540642,Male,71,South Africa,Cape Town,BR-003,Arpand Cape Town (South Africa),2023-03-05,4,1930.9028918348158,GBP,Instant,
2156568377,Male,60,Germany,Lake Joelside,BR-001,Arpand Berlin (Germany),2024-12-01,3,461.6549153874349,USD,Instant,
8478514577,Male,37,Brazil,Rio de Janeiro,BR-006,Arpand Rio de Janeiro (Brazil),2023-07-19,5,415.04158214485597,USDT,Instant,
5854743072,Male,42,Singapore,Singapore,BR-004,Arpand Singapore (Singapore),2023-09-16,2,-436.13110664082456,USDT,Instant,
9030843946,Other,48,Singapore,Singapore,BR-004,Arpand Singapore (Singapore),2023-12-11,2,736.9609838940206,EUR,Instant,
1132173258,Other,28,Canada,Toronto,BR-007,Arpand Toronto (Canada),2025-01-06,1,992.9902308712057,USDT,Credit,3341.4201186584605
979143498,Female,40,Germany,Berlin,BR-001,Arpand Berlin (Germany),2024-02-01,1,333.4213446731725,USD,Instant,
2356409333,Male,39,France,Paris,BR-002,Arpand Paris (France),2023-12-14,2,2207.3954993293155,EUR,Instant,
8391449830,Male,51,Brazil,Rio de Janeiro,BR-006,Arpand Rio de Janeiro (Brazil),2023-12-19,2,1218.2799020788339,USD,Instant,
2807625447,Male,66,Brazil,Invalid_City,BR-006,Arpand Rio de Janeiro (Brazil),2023-07-20,3,1451.9674205430977,GBP,Instant,
5701172387,Female,78,Japan,Tokyo,BR-005,Arpand Tokyo (Japan),2024-01-31,3,1441.5548885735795,EUR,Credit,7980.506658327948
1020851493,Female,77,South Africa,Cape Town,BR-003,Arpand Cape Town (South Africa),2024-05-23,4,961.081401493599,USDT,Credit,7263.092063519222
1710879298,Female,44,Singapore,Singapore,BR-004,Arpand Singapore (Singapore),2025-01-03,2,726.7463027456228,USDT,Instant,
9928632665,nan,72,Brazil,Rio de Janeiro,BR-006,Arpand Rio de Janeiro (Brazil),2024-03-07,4,742.1414650334989,GBP,Credit,2460.1006520423143
2126985378,Female,-10,South Africa,Cape Town,BR-003,Arpand Cape Town (South Africa),2024-04-23,4,1097.192150788668,EUR,Credit,8394.732079394245
472351665,Female,29,Singapore,Singapore,BR-004,Arpand Singapore (Singapore),2023-08-18,2,823.4168535946558,USD,Credit,2277.747907848945
7960214228,Other,40,Germany,Berlin,BR-001,Arpand Berlin (Germany),2025-01-18,3,1499.1554490739802,EUR,Credit,7176.944770174877
711679897,Female,18,Singapore,Singapore,BR-004,Arpand Singapore (Singapore),2023-10-09,3,784.1898436409758,EUR,Credit,1298.704191061836
5455160757,Other,34,Japan,Tokyo,BR-005,Arpand Tokyo (Japan),2024-03-20,2,1317.360734280885,USD,Instant,
8041739945,Female,52,Brazil,Rio de Janeiro,BR-006,Arpand Rio de Janeiro (Brazil),2024-01-05,0,1554.8499209781116,USD,Instant,
9637115143,nan,36,Brazil,Rio de Janeiro,BR-006,Arpand Rio de Janeiro (Brazil),2023-11-21,5,1270.4346112406733,GBP,Credit,2965.988645949764
8831739447,Female,50,Japan,Invalid_City,BR-005,Arpand Tokyo (Japan),2023-04-15,3,1442.3755273816569,USD,Credit,9126.054956727885
3326785599,Male,72,France,Paris,BR-002,Arpand Paris (France),2024-10-19,4,747.584717577525,EUR,Instant,
2093900147,Other,21,Singapore,Singapore,BR-004,Arpand Singapore (Singapore),2025-01-18,0,1397.535808402892,USDT,Credit,7250.054105176379
226189948,Female,36,Singapore,Singapore,BR-004,Arpand Singapore (Singapore),2023-07-28,3,2052.6012006040055,GBP,Instant,
2500995855,Female,41,Brazil,Rio de Janeiro,BR-006,Arpand Rio de Janeiro (Brazil),2024-08-18,1,443.472786468144,EUR,Instant,
6048301889,Female,44,Germany,Berlin,BR-001,Arpand Berlin (Germany),2023-04-18,2,889.9026864960213,USDT,Credit,1049.5521924437874
9306913522,Female,50,Brazil,Rio de Janeiro,BR-006,Arpand Rio de Janeiro (Brazil),2024-05-25,4,-33.92736321799612,USDT,Instant,
2854222320,Male,72,Germany,Berlin,BR-001,Arpand Berlin (Germany),2024-01-04,2,1950.5953428765038,GBP,Instant,
8875823495,Other,78,Singapore,Singapore,BR-004,Arpand Singapore (Singapore),2023-05-17,1,969.6695930926896,GBP,Instant,
15227920,Female,66,South Africa,Cape Town,BR-003,Arpand Cape Town (South Africa),2024-06-09,1,645.8557686991685,USDT,Instant,
8438297657,Female,68,Singapore,Singapore,BR-004,Arpand Singapore (Singapore),2024-05-03,3,1171.4075812013118,USD,Instant,
2138188549,Male,20,France,Invalid_City,BR-002,Arpand Paris (France),2024-01-01,3,1029.1755021427387,USDT,Credit,1393.6516507805263
2789791198,Female,41,Japan,Tokyo,BR-005,Arpand Tokyo (Japan),2023-06-25,3,627.6078966367365,GBP,Credit,8100.86643928714
310491301,Male,61,Singapore,Singapore,BR-004,Arpand Singapore (Singapore),2024-08-29,4,90.34603566763826,USDT,Instant,
6606618597,Female,64,Invalid_Country,Tokyo,BR-005,Arpand Tokyo (Japan),2024-12-29,2,65340.65863817903,EUR,Credit,4686.660054057088
3375801575,Male,65,Invalid_Country,Berlin,BR-001,Arpand Berlin (Germany),2024-03-14,1,986.7971215205365,USDT,Instant,
8287541079,Male,63,South Africa,Invalid_City,BR-003,Arpand Cape Town (South Africa),2024-08-23,0,1140.0805794098035,USD,Credit,7805.922525551591
594757251,Female,54,Canada,Toronto,BR-007,Arpand Toronto (Canada),2024-08-22,4,1348.477202255368,USD,Credit,4063.483938290551
5430980046,Male,62,Singapore,Singapore,BR-004,Arpand Singapore (Singapore),2023-09-28,2,833.090255121995,GBP,Instant,
4550087039,Male,28,Germany,Berlin,BR-001,Arpand Berlin (Germany),2024-10-12,6,1480.7108426837713,USD,Instant,
7190513855,Male,22,France,Paris,BR-002,Arpand Paris (France),2024-04-11,5,87.63797654963048,USD,Instant,
3604275777,Female,58,South Africa,Cape Town,BR-003,Arpand Cape Town (South Africa),2023-11-24,3,1188.5501969510933,USD,Credit,7856.183722399275
3995813983,Male,34,Canada,Invalid_City,BR-007,Arpand Toronto (Canada),2023-06-08,5,985.3685931575109,EUR,Instant,
6155259372,Female,25,Singapore,Sherriview,BR-004,Arpand Singapore (Singapore),2024-07-20,1,932.3728373031538,USDT,Instant,
4204448389,Female,59,Brazil,Rio de Janeiro,BR-006,Arpand Rio de Janeiro (Brazil),2024-07-26,5,1501.7832800916426,EUR,Instant,
3511791712,Other,150,France,Invalid_City,BR-002,Arpand Paris (France),2024-11-29,4,69310.15615785617,GBP,Credit,4591.901692663508
5611464987,Female,55,France,Paris,BR-002,Arpand Paris (France),2024-07-02,2,1094.6439471177778,USDT,Instant,
