ID,Date,Monetary,Gender
246904,20140719,8000,"M"
246904,20140719,54000,"M"
246917,20140826,20000,"M"
246923,20140702,20000,"M"
246923,20140628,20000,"M"
246923,20140810,20000,"M"
246923,20140826,20000,"M"
246923,20140707,50000,"M"
247069,20140628,30000,"M"
247069,20140703,20000,"M"
247069,20140701,30000,"M"
247069,20140707,10000,"M"
247069,20140628,20000,"M"
247069,20140710,10000,"M"
247069,20140628,20000,"M"
247069,20140819,20000,"M"
247069,20140825,20000,"M"
247069,20140819,20000,"M"
247069,20140826,20000,"M"
247069,20140812,20000,"M"
247092,20140628,10000,"M"
247092,20140702,10000,"M"
247092,20140726,10000,"M"
247092,20140726,10000,"M"
247092,20140711,10000,"M"
247092,20140729,10000,"M"
247092,20140710,10000,"M"
247092,20140729,50000,"M"
247092,20140814,10000,"M"
247092,20140814,10000,"M"
247092,20140810,10000,"M"
247092,20140812,10000,"M"
247092,20140812,10000,"M"
247092,20140827,10000,"M"
247092,20140819,10000,"M"
247092,20140825,10000,"M"
247092,20140827,10000,"M"
247092,20140822,10000,"M"
247092,20140822,10000,"M"
247092,20140822,10000,"M"
247092,20140822,10000,"M"
247092,20140717,10000,"M"
247092,20140702,10000,"M"
247133,20140702,20000,"M"
247133,20140707,10000,"M"
247133,20140703,20000,"M"
247133,20140628,20000,"M"
247133,20140707,20000,"M"
247133,20140719,10000,"M"
247133,20140729,30000,"M"
247133,20140730,10000,"M"
247133,20140719,10000,"M"
247133,20140711,10000,"M"
247133,20140717,30000,"M"
247133,20140628,20000,"M"
247133,20140729,20000,"M"
247133,20140719,10000,"M"
247133,20140804,10000,"M"
247133,20140730,10000,"M"
247133,20140801,20000,"M"
247133,20140804,10000,"M"
247133,20140810,30000,"M"
247133,20140812,20000,"M"
247133,20140814,10000,"M"
247133,20140814,30000,"M"
247133,20140812,10000,"M"
247133,20140812,20000,"M"
247133,20140814,10000,"M"
247133,20140825,20000,"M"
247133,20140827,20000,"M"
247133,20140819,30000,"M"
247133,20140726,10000,"M"
247133,20140703,20000,"M"
247137,20140730,10000,"M"
247137,20140825,10000,"M"
247137,20140822,10000,"M"
247217,20140812,130000,"M"
247224,20140827,10000,"M"
247293,20140729,20000,"M"
247293,20140812,20000,"M"
247293,20140825,20000,"M"
247293,20140827,20000,"M"
247293,20140819,20000,"M"
247293,20140814,20000,"M"
247293,20140825,20000,"M"
247293,20140825,20000,"M"
247293,20140827,10000,"M"
247299,20140812,461000,"M"
247320,20140719,10000,"M"
247320,20140719,10000,"M"
247320,20140711,20000,"M"
247320,20140703,20000,"M"
247320,20140710,10000,"M"
247348,20140703,10000,"M"
247348,20140729,20000,"M"
247348,20140701,50000,"M"
247348,20140701,10000,"M"
247481,20140628,20000,"M"
247481,20140701,20000,"M"
247481,20140822,10000,"M"
247597,20140711,222000,"M"
247630,20140819,10000,"M"
247650,20140707,10000,"M"
247650,20140710,30000,"M"
247650,20140810,22000,"M"
247650,20140827,10000,"M"
247708,20140819,562000,"M"
247712,20140804,10000,"M"
247712,20140812,50000,"M"
247712,20140819,10000,"M"
247712,20140814,20000,"M"
247712,20140814,20000,"M"
247712,20140810,50000,"M"
247790,20140703,10000,"M"
247790,20140701,10000,"M"
247790,20140703,10000,"M"
247790,20140703,10000,"M"
247790,20140701,10000,"M"
247790,20140703,10000,"M"
247885,20140707,20000,"M"
247885,20140702,50000,"M"
247885,20140726,20000,"M"
247885,20140729,20000,"M"
247885,20140812,20000,"M"
247885,20140826,20000,"M"
247885,20140702,20000,"M"
247885,20140710,10000,"M"
247901,20140719,10000,"M"
247901,20140801,10000,"M"
247901,20140801,20000,"M"
247901,20140810,10000,"M"
247901,20140822,10000,"M"
247901,20140825,10000,"M"
247901,20140825,10000,"M"
247901,20140819,10000,"M"
247901,20140822,10000,"M"
247901,20140825,10000,"M"
247901,20140822,10000,"M"
247901,20140730,10000,"M"
247901,20140726,10000,"M"
247911,20140702,10000,"M"
247911,20140703,10000,"M"
247911,20140710,10000,"M"
247911,20140710,10000,"M"
247911,20140729,10000,"M"
247911,20140729,10000,"M"
247911,20140717,10000,"M"
247911,20140819,20000,"M"
247911,20140628,20000,"M"
247911,20140810,10000,"M"
247911,20140804,10000,"M"
247911,20140819,10000,"M"
247911,20140826,10000,"M"
247911,20140827,10000,"M"
247911,20140814,10000,"M"
248029,20140812,50000,"M"
248029,20140812,10000,"M"
248029,20140826,10000,"M"
248029,20140822,10000,"M"
248029,20140827,20000,"M"
248029,20140825,10000,"M"
248029,20140703,10000,"M"
248029,20140812,10000,"M"
248177,20140827,10000,"M"
248253,20140710,20000,"M"
248270,20140707,50000,"M"
248270,20140711,50000,"M"
248270,20140711,50000,"M"
248300,20140701,10000,"M"
248300,20140730,20000,"M"
248300,20140730,10000,"M"
248300,20140729,10000,"M"
248300,20140822,10000,"M"
248300,20140822,10000,"M"
248300,20140825,10000,"M"
248531,20140703,10000,"M"
248531,20140701,10000,"M"
248531,20140703,10000,"M"
248531,20140707,10000,"M"
248531,20140707,10000,"M"
248531,20140707,10000,"M"
248531,20140703,10000,"M"
248531,20140701,10000,"M"
248531,20140701,10000,"M"
248531,20140707,10000,"M"
248531,20140703,10000,"M"
248531,20140703,10000,"M"
248531,20140703,10000,"M"
248531,20140701,10000,"M"
248531,20140701,10000,"M"
248531,20140703,10000,"M"
248531,20140703,10000,"M"
248531,20140707,10000,"M"
248531,20140707,10000,"M"
248531,20140726,10000,"M"
248531,20140719,10000,"M"
248531,20140719,10000,"M"
248531,20140729,10000,"M"
248531,20140814,10000,"M"
248531,20140804,10000,"M"
248531,20140810,10000,"M"
248531,20140810,10000,"M"
248531,20140814,10000,"M"
248531,20140814,10000,"M"
248531,20140826,20000,"M"
248531,20140825,10000,"M"
248531,20140825,10000,"M"
248531,20140702,10000,"M"
248531,20140826,20000,"M"
248531,20140825,10000,"M"
248531,20140826,10000,"M"
248531,20140827,10000,"M"
248531,20140826,10000,"M"
248531,20140827,10000,"M"
248531,20140825,10000,"M"
248531,20140825,10000,"M"
248531,20140826,10000,"M"
248531,20140827,10000,"M"
248531,20140701,10000,"M"
248531,20140827,10000,"M"
248539,20140822,10000,"M"
248539,20140702,20000,"M"
248539,20140825,20000,"M"
248586,20140814,20000,"M"
248672,20140827,50000,"M"
248672,20140726,50000,"M"
248672,20140726,50000,"M"
248678,20140819,10000,"M"
248678,20140822,20000,"M"
248678,20140822,10000,"M"
248678,20140826,10000,"M"
248678,20140801,20000,"M"
248678,20140729,10000,"M"
248706,20140822,1071000,"M"
248722,20140707,10000,"M"
248722,20140707,10000,"M"
248722,20140717,50000,"M"
248722,20140726,20000,"M"
248722,20140729,50000,"M"
248722,20140726,20000,"M"
248722,20140719,20000,"M"
248722,20140719,20000,"M"
248722,20140730,10000,"M"
248722,20140711,10000,"M"
248722,20140729,50000,"M"
248722,20140726,20000,"M"
248722,20140822,10000,"M"
248780,20140822,10000,"M"
248870,20140717,10000,"M"
248870,20140814,20000,"M"
248870,20140819,50000,"M"
248870,20140819,10000,"M"
248870,20140826,20000,"M"
248883,20140628,10000,"M"
248883,20140810,10000,"M"
248883,20140827,20000,"M"
248883,20140827,20000,"M"
248883,20140822,20000,"M"
248883,20140825,30000,"M"
248901,20140717,10000,"M"
248901,20140730,251000,"M"
248957,20140707,50000,"M"
248957,20140810,20000,"M"
248957,20140814,20000,"M"
248957,20140822,20000,"M"
248957,20140826,10000,"M"
248957,20140819,20000,"M"
248957,20140702,10000,"M"
248957,20140710,20000,"M"
248983,20140827,1073000,"M"
248989,20140717,10000,"M"
249065,20140810,879000,"M"
249065,20140810,104000,"M"
249089,20140827,10000,"M"
249094,20140730,31000,"M"
249094,20140729,1261000,"M"
249094,20140814,30000,"M"
249094,20140812,22000,"M"
249094,20140812,35000,"M"
249094,20140730,22000,"M"
249094,20140814,22000,"M"
249122,20140707,20000,"F"
249122,20140707,10000,"F"
249122,20140711,20000,"F"
249163,20140827,127000,"F"
249163,20140814,216000,"F"
249174,20140702,10000,"F"
249174,20140703,10000,"F"
249174,20140702,10000,"F"
249174,20140810,10000,"F"
249183,20140814,126000,"F"
249258,20140826,46000,"F"
249490,20140707,50000,"F"
249490,20140703,47000,"F"
249837,20140812,100000,"F"
249837,20140819,200000,"F"
249837,20140826,20000,"F"
249837,20140819,200000,"F"
249888,20140701,100000,"F"
249888,20140701,10000,"F"
249926,20140801,25000,"F"
250008,20140826,159000,"F"
250057,20140822,167000,"F"
250057,20140822,96000,"F"
250229,20140628,20000,"F"
250364,20140826,95000,"F"
250395,20140827,37000,"F"
250450,20140819,214000,"F"
250536,20140814,10000,"M"
250724,20140814,20000,"M"
250724,20140810,20000,"M"
250724,20140822,20000,"M"
250724,20140827,20000,"M"
250779,20140729,50000,"M"
250791,20140827,4789000,"M"
250791,20140827,1870000,"M"
250817,20140707,358000,"M"
250821,20140826,2800000,"M"
250921,20140814,20000,"M"
250921,20140826,20000,"M"
250921,20140826,20000,"M"
250986,20140707,10000,"M"
250986,20140810,10000,"M"
250986,20140827,20000,"M"
250986,20140827,10000,"M"
250986,20140825,10000,"M"
251085,20140825,20000,"M"
251116,20140729,10000,"M"
251116,20140729,10000,"M"
251116,20140810,10000,"M"
251116,20140801,20000,"M"
251116,20140825,10000,"M"
251116,20140827,10000,"M"
251116,20140822,10000,"M"
251116,20140825,20000,"M"
251117,20140810,338000,"M"
251323,20140812,50000,"M"
251323,20140814,50000,"M"
251323,20140810,10000,"M"
251323,20140628,20000,"M"
251323,20140822,10000,"M"
251323,20140822,10000,"M"
251323,20140814,50000,"M"
251323,20140711,50000,"M"
251349,20140702,100000,"M"
251349,20140702,92000,"M"
251643,20140810,129000,"M"
251710,20140822,306000,"M"
251734,20140810,10000,"M"
251906,20140801,23000,"M"
251906,20140801,175000,"M"
251919,20140827,15000,"M"
251919,20140826,15000,"M"
251919,20140827,10000,"M"
251919,20140819,10000,"M"
251919,20140822,50000,"M"
251954,20140729,85000,"M"
251954,20140729,53000,"M"
251954,20140810,22000,"M"
251954,20140827,100000,"M"
251954,20140827,473000,"M"
251954,20140702,332000,"M"
251954,20140701,179000,"M"
252014,20140701,156000,"M"
252069,20140810,254000,"M"
252071,20140726,2314000,"M"
252085,20140826,493000,"M"
252116,20140826,20000,"M"
252133,20140711,3000000,"M"
252133,20140812,3000000,"M"
252275,20140825,10000,"M"
252307,20140827,50000,"M"
252317,20140726,50000,"M"
252317,20140814,205000,"M"
252317,20140814,178000,"M"
252440,20140826,1321000,"M"
252481,20140707,50000,"M"
252481,20140701,50000,"M"
252481,20140726,50000,"M"
252481,20140729,50000,"M"
252481,20140801,50000,"M"
252481,20140812,50000,"M"
252481,20140822,20000,"M"
252481,20140812,50000,"M"
252481,20140826,20000,"M"
252642,20140812,10000,"M"
252642,20140825,20000,"M"
252747,20140822,314000,"M"
252856,20140827,713000,"M"
252869,20140707,20000,"M"
252869,20140707,20000,"M"
252869,20140711,20000,"M"
252869,20140726,2329000,"M"
252869,20140726,20000,"M"
252869,20140730,20000,"M"
252869,20140710,20000,"M"
252869,20140810,10000,"M"
252869,20140826,40000,"M"
252887,20140711,1753000,"M"
252953,20140628,870000,"M"
253063,20140702,20000,"M"
253063,20140702,20000,"M"
253063,20140702,10000,"M"
253063,20140707,20000,"M"
253063,20140702,20000,"M"
253063,20140703,20000,"M"
253063,20140711,20000,"M"
253063,20140717,20000,"M"
253063,20140710,20000,"M"
253063,20140717,20000,"M"
253063,20140717,20000,"M"
253063,20140711,10000,"M"
253063,20140703,20000,"M"
253063,20140703,20000,"M"
253097,20140701,2000,"M"
253097,20140702,3000,"M"
253097,20140726,41000,"M"
253097,20140814,18000,"M"
253097,20140810,5000,"M"
253097,20140819,42000,"M"
253097,20140703,7000,"M"
253144,20140819,10000,"M"
253152,20140814,10000,"M"
253181,20140826,2010000,"M"
253215,20140814,143000,"M"
253215,20140814,124000,"M"
253234,20140825,320000,"M"
253256,20140814,10000,"M"
253256,20140812,10000,"M"
253256,20140819,10000,"M"
253256,20140822,10000,"M"
253268,20140814,195000,"M"
253279,20140730,181000,"M"
253279,20140730,1684000,"M"
253290,20140814,20000,"M"
253306,20140812,401000,"M"
253308,20140701,981000,"M"
253308,20140810,640000,"M"
253312,20140729,469000,"M"
253411,20140628,34000,"M"
253437,20140827,77000,"M"
253498,20140810,44000,"M"
253502,20140628,10000,"M"
253502,20140812,20000,"M"
253538,20140701,20000,"M"
253538,20140711,50000,"M"
253545,20140707,10000,"M"
253545,20140702,20000,"M"
253545,20140707,20000,"M"
253545,20140711,20000,"M"
253557,20140819,289000,"M"
253560,20140702,284000,"M"
253575,20140812,447000,"M"
253707,20140717,10000,"M"
253707,20140729,10000,"M"
253707,20140726,10000,"M"
253707,20140719,20000,"M"
253707,20140819,10000,"M"
253707,20140814,10000,"M"
253707,20140825,10000,"M"
253707,20140826,10000,"M"
253707,20140822,10000,"M"
253707,20140826,10000,"M"
253707,20140827,10000,"M"
253707,20140826,10000,"M"
253707,20140819,10000,"M"
253770,20140812,392000,"M"
253770,20140812,89000,"M"
253890,20140822,934000,"M"
253890,20140822,396000,"M"
253913,20140825,10000,"M"
253951,20140702,894000,"M"
253981,20140825,440000,"M"
254204,20140814,89000,"M"
254267,20140703,30000,"M"
254267,20140707,30000,"M"
254267,20140707,20000,"M"
254267,20140703,30000,"M"
254267,20140628,30000,"M"
254267,20140703,20000,"M"
254267,20140719,30000,"M"
254267,20140730,50000,"M"
254267,20140710,50000,"M"
254267,20140810,20000,"M"
254267,20140810,20000,"M"
254267,20140810,10000,"M"
254267,20140812,20000,"M"
254267,20140812,20000,"M"
254267,20140810,20000,"M"
254267,20140810,20000,"M"
254267,20140814,50000,"M"
254267,20140812,10000,"M"
254267,20140819,50000,"M"
254267,20140827,30000,"M"
254267,20140826,20000,"M"
254267,20140726,20000,"M"
254351,20140717,10000,"M"
254382,20140810,100000,"M"
254382,20140703,100000,"M"
254382,20140702,50000,"M"
254634,20140822,10000,"M"
254634,20140819,20000,"M"
254634,20140822,10000,"M"
254687,20140819,94000,"M"
254721,20140628,147000,"M"
254724,20140702,20000,"M"
254724,20140707,20000,"M"
254724,20140701,50000,"M"
254724,20140717,30000,"M"
254724,20140726,10000,"M"
254724,20140814,20000,"M"
254724,20140814,20000,"M"
254724,20140812,20000,"M"
254724,20140810,20000,"M"
254724,20140819,20000,"M"
254773,20140707,222000,"M"
254776,20140825,50000,"M"
254864,20140810,20000,"M"
254864,20140810,10000,"M"
255001,20140822,179000,"M"
255217,20140812,20000,"M"
255217,20140822,20000,"M"
255255,20140810,441000,"M"
255591,20140814,1988000,"M"
255642,20140711,20000,"M"
255642,20140801,50000,"M"
255642,20140825,50000,"M"
255642,20140703,50000,"M"
255642,20140717,50000,"M"
255752,20140826,1207000,"M"
255824,20140703,10000,"M"
255824,20140814,10000,"M"
255824,20140810,10000,"M"
255824,20140801,10000,"M"
255824,20140801,10000,"M"
255824,20140801,10000,"M"
255824,20140703,10000,"M"
255862,20140810,20000,"M"
256150,20140729,50000,"M"
256150,20140810,50000,"M"
256249,20140812,675000,"M"
256388,20140730,238000,"M"
256388,20140702,313000,"M"
256416,20140810,63000,"M"
256449,20140703,10000,"M"
256449,20140702,16000,"M"
256449,20140707,10000,"M"
256449,20140701,10000,"M"
256449,20140707,10000,"M"
256449,20140628,10000,"M"
256584,20140819,10000,"M"
256584,20140819,20000,"M"
256633,20140703,20000,"M"
256633,20140628,20000,"M"
256633,20140628,20000,"M"
256633,20140701,20000,"M"
256633,20140628,20000,"M"
256633,20140628,10000,"M"
256633,20140711,20000,"M"
256633,20140726,20000,"M"
256633,20140812,20000,"M"
256633,20140810,20000,"M"
256633,20140814,20000,"M"
256633,20140826,20000,"M"
256633,20140825,20000,"M"
256633,20140825,20000,"M"
256633,20140826,20000,"M"
256633,20140825,20000,"M"
256633,20140812,20000,"M"
256633,20140703,20000,"M"
256637,20140707,20000,"M"
256637,20140701,20000,"M"
256637,20140702,20000,"M"
256637,20140628,20000,"M"
256637,20140719,20000,"M"
256637,20140814,20000,"M"
256637,20140812,20000,"M"
256637,20140827,20000,"M"
256637,20140825,20000,"M"
256637,20140819,20000,"M"
256637,20140703,20000,"M"
256637,20140703,20000,"M"
256928,20140814,921000,"M"
257239,20140703,289000,"M"
257369,20140729,50000,"M"
257369,20140729,25000,"M"
257369,20140812,20000,"M"
257369,20140822,20000,"M"
257369,20140827,20000,"M"
257549,20140827,1230000,"M"
257551,20140801,10000,"M"
257551,20140810,10000,"M"
257551,20140822,10000,"M"
257605,20140810,10000,"M"
257605,20140819,10000,"M"
257605,20140826,10000,"M"
257743,20140702,20000,"M"
258038,20140628,304000,"M"
258055,20140826,50000,"M"
258063,20140812,10000,"M"
258063,20140827,10000,"M"
258159,20140703,10000,"M"
258159,20140703,10000,"M"
258159,20140703,10000,"M"
258159,20140703,10000,"M"
258159,20140703,10000,"M"
258160,20140719,20000,"M"
258160,20140812,50000,"M"
258160,20140819,20000,"M"
258160,20140827,20000,"M"
258352,20140812,10000,"M"
258371,20140810,1209000,"M"
258376,20140729,112000,"M"
258490,20140717,20000,"M"
258490,20140726,20000,"M"
258490,20140827,20000,"M"
258490,20140729,20000,"M"
258508,20140812,20000,"M"
258508,20140814,20000,"M"
258508,20140819,20000,"M"
258511,20140819,211000,"M"
258543,20140730,20000,"M"
258582,20140701,174000,"M"
258619,20140726,100000,"M"
258619,20140827,60000,"M"
258646,20140702,10000,"M"
258646,20140702,10000,"M"
258646,20140628,20000,"M"
258646,20140701,10000,"M"
258646,20140701,10000,"M"
258646,20140703,10000,"M"
258646,20140701,10000,"M"
258646,20140703,10000,"M"
258646,20140710,10000,"M"
258646,20140717,10000,"M"
258646,20140711,20000,"M"
258646,20140812,10000,"M"
258646,20140810,10000,"M"
258646,20140812,10000,"M"
258646,20140812,10000,"M"
258646,20140810,10000,"M"
258646,20140812,10000,"M"
258646,20140801,20000,"M"
258646,20140812,10000,"M"
258646,20140730,20000,"M"
258646,20140822,20000,"M"
258646,20140826,20000,"M"
258646,20140822,20000,"M"
258646,20140825,20000,"M"
258646,20140702,10000,"M"
258646,20140702,10000,"M"
258682,20140628,250000,"M"
258682,20140819,188000,"M"
258781,20140826,50000,"M"
258841,20140827,320000,"M"
258905,20140710,10000,"M"
258905,20140710,10000,"M"
258905,20140827,20000,"M"
258918,20140717,10000,"M"
258918,20140719,10000,"M"
258933,20140707,20000,"M"
258933,20140628,10000,"M"
258933,20140628,20000,"M"
258933,20140719,20000,"M"
258933,20140726,10000,"M"
258933,20140726,20000,"M"
258933,20140730,20000,"M"
258933,20140812,20000,"M"
258933,20140814,10000,"M"
258933,20140819,20000,"M"
259049,20140628,20000,"M"
259049,20140628,10000,"M"
259049,20140707,20000,"M"
259049,20140729,20000,"M"
259049,20140729,100000,"M"
259049,20140726,10000,"M"
259049,20140711,20000,"M"
259049,20140812,20000,"M"
259049,20140814,20000,"M"
259049,20140804,50000,"M"
259049,20140801,20000,"M"
259049,20140822,20000,"M"
259049,20140822,20000,"M"
259049,20140827,20000,"M"
259049,20140826,20000,"M"
259049,20140822,20000,"M"
259049,20140701,10000,"M"
259049,20140628,10000,"M"
259061,20140826,10000,"M"
259089,20140730,1769000,"M"
259097,20140726,20000,"M"
259097,20140726,20000,"M"
259097,20140810,110000,"M"
259097,20140812,20000,"M"
259114,20140702,128000,"M"
259171,20140826,50000,"M"
259235,20140710,93000,"M"
259235,20140810,87000,"M"
259235,20140810,59000,"M"
259235,20140710,45000,"M"
259275,20140702,250000,"M"
259275,20140703,2494000,"M"
259275,20140719,350000,"M"
259285,20140819,308000,"M"
259285,20140819,294000,"M"
259285,20140819,255000,"M"
259285,20140819,292000,"M"
259679,20140726,627000,"M"
259679,20140811,95000,"M"
259716,20140812,572000,"M"
259726,20140726,403000,"M"
259726,20140822,107000,"M"
259966,20140825,128000,"M"
259970,20140827,1970000,"M"
259970,20140711,1096000,"M"
260012,20140814,10000,"M"
260012,20140819,20000,"M"
260012,20140825,10000,"M"
260012,20140827,10000,"M"
260012,20140826,10000,"M"
260084,20140810,30000,"M"
260084,20140814,10000,"M"
260084,20140814,10000,"M"
260084,20140826,50000,"M"
260087,20140729,1553000,"M"
260231,20140711,4130000,"M"
260231,20140711,3510000,"M"
260231,20140812,4130000,"M"
260231,20140812,3510000,"M"
260425,20140822,241000,"M"
260487,20140819,22000,"M"
260526,20140702,10000,"M"
260526,20140827,10000,"M"
260695,20140719,1139000,"M"
260718,20140702,50000,"M"
260718,20140710,20000,"M"
260718,20140826,50000,"M"
260718,20140826,50000,"M"
260765,20140826,121000,"M"
260883,20140730,242000,"M"
261055,20140710,20000,"M"
261055,20140730,20000,"M"
261055,20140814,20000,"M"
261055,20140812,20000,"M"
261055,20140814,20000,"M"
261055,20140814,20000,"M"
261055,20140827,20000,"M"
261055,20140826,20000,"M"
261055,20140819,20000,"M"
261055,20140822,20000,"M"
261055,20140822,20000,"M"
261055,20140822,20000,"M"
261055,20140702,20000,"M"
261055,20140819,20000,"M"
261055,20140707,20000,"M"
261104,20140628,10000,"M"
261104,20140707,10000,"M"
261104,20140702,10000,"M"
261104,20140710,10000,"M"
261104,20140701,10000,"M"
261104,20140702,10000,"M"
261104,20140710,10000,"M"
261104,20140729,60000,"M"
261115,20140726,138000,"M"
261119,20140701,310000,"M"
261119,20140814,1885000,"M"
261140,20140822,485000,"M"
261196,20140717,20000,"M"
261196,20140719,10000,"M"
261196,20140822,20000,"M"
261196,20140825,20000,"M"
261196,20140826,20000,"M"
261196,20140827,20000,"M"
261196,20140819,20000,"M"
261196,20140826,20000,"M"
261196,20140726,20000,"M"
261196,20140726,20000,"M"
261254,20140825,20000,"M"
261254,20140726,20000,"M"
261254,20140707,20000,"M"
261261,20140810,457000,"M"
261270,20140810,10000,"M"
261270,20140812,10000,"M"
261273,20140719,31000,"M"
261341,20140814,168000,"M"
261341,20140814,467000,"M"
261417,20140819,1100000,"M"
261457,20140826,100000,"M"
261457,20140825,205000,"M"
261493,20140819,586000,"M"
261540,20140711,916000,"M"
261618,20140710,110000,"M"
261677,20140826,1191000,"M"
261705,20140826,92000,"M"
261731,20140707,492000,"M"
261731,20140717,104000,"M"
261731,20140726,91000,"M"
261771,20140810,749000,"M"
261779,20140822,313000,"M"
261868,20140707,10000,"M"
261892,20140628,29000,"M"
261892,20140726,71000,"M"
261897,20140814,528000,"M"
261912,20140810,1152000,"M"
261962,20140825,347000,"M"
262016,20140812,20000,"M"
262035,20140702,10000,"M"
262035,20140812,10000,"M"
262035,20140814,10000,"M"
262035,20140812,10000,"M"
262048,20140812,88000,"M"
262100,20140826,174000,"M"
262151,20140826,447000,"M"
262220,20140702,184000,"M"
